trial,replications,lsd,trait
MVN_2003_Crookston_Rainfed,1,,DiastaticPower
MVN_2003_Crookston_Rainfed,1,,WortColor
MVN_2003_Crookston_Rainfed,1,,WortClarity
MVN_2003_Crookston_Rainfed,1,,GrainProtein
MVN_2003_Crookston_Rainfed,1,,WortProtein
MVN_2003_Crookston_Rainfed,1,,BetaGlucan
MVN_2003_Crookston_Rainfed,1,,FreeAminoNitrogen
MVN_2003_Fargo_Rainfed,4,322.8,GrainYield
MVN_2003_Fargo_Rainfed,4,,HeadingDate
MVN_2003_Fargo_Rainfed,4,,PlantHeight
MVN_2003_Hamiota_Rainfed,3,209.8,GrainYield
MVN_2003_Hamiota_Rainfed,3,,HeadingDate
MVN_2003_Hamiota_Rainfed,3,,MaturityDate
MVN_2003_Hamiota_Rainfed,3,,TestWeight
MVN_2003_Saskatoon_Rainfed,3,,GrainYield
MVN_2003_Saskatoon_Rainfed,3,,HeadingDate
MVN_2003_Saskatoon_Rainfed,3,,PlantHeight
MVN_2003_Saskatoon_Rainfed,3,,TestWeight
MVN_2003_Madison_Rainfed,3,433.6,GrainYield
MVN_2003_Madison_Rainfed,3,,HeadingDate
MVN_2003_Madison_Rainfed,3,,PlantHeight
MVN_2003_Madison_Rainfed,3,,TestWeight
MVN_2003_Morris_Rainfed,3,1006.1,GrainYield
MVN_2003_Morris_Rainfed,3,,HeadingDate
MVN_2003_Morris_Rainfed,3,,PlantHeight
MVN_2003_Morris_Rainfed,1,,KernelWeight
MVN_2003_Morris_Rainfed,1,,PlumpGrain
MVN_2003_Morris_Rainfed,1,,BarleyColor
MVN_2003_Morris_Rainfed,1,,MaltExtract
MVN_2003_Morris_Rainfed,1,,SolubleProteinTotalProtein
MVN_2003_Morris_Rainfed,1,,DiastaticPower
MVN_2003_Morris_Rainfed,1,,WortColor
MVN_2003_Morris_Rainfed,1,,WortClarity
MVN_2003_Morris_Rainfed,1,,GrainProtein
MVN_2003_Morris_Rainfed,1,,WortProtein
MVN_2003_Morris_Rainfed,1,,BetaGlucan
MVN_2003_Morris_Rainfed,1,,FreeAminoNitrogen
MVN_2003_Osnabrock_Rainfed,4,516.5,GrainYield
MVN_2003_Osnabrock_Rainfed,4,,HeadingDate
MVN_2003_Osnabrock_Rainfed,4,,PlantHeight
MVN_2003_Osnabrock_Rainfed,1,,KernelWeight
MVN_2003_Osnabrock_Rainfed,1,,PlumpGrain
MVN_2003_Osnabrock_Rainfed,1,,BarleyColor
MVN_2003_Osnabrock_Rainfed,1,,MaltExtract
MVN_2003_Osnabrock_Rainfed,1,,SolubleProteinTotalProtein
MVN_2003_Osnabrock_Rainfed,1,,DiastaticPower
MVN_2003_Osnabrock_Rainfed,1,,WortColor
MVN_2003_Osnabrock_Rainfed,1,,WortClarity
MVN_2003_Osnabrock_Rainfed,1,,GrainProtein
MVN_2003_Osnabrock_Rainfed,1,,WortProtein
MVN_2003_Osnabrock_Rainfed,1,,BetaGlucan
MVN_2003_Osnabrock_Rainfed,1,,FreeAminoNitrogen
MVN_2003_Sidney_Rainfed,3,455.7,GrainYield
MVN_2003_Sidney_Rainfed,3,,HeadingDate
MVN_2004_Bottineau_Rainfed,3,570.3,GrainYield
MVN_2004_Bottineau_Rainfed,3,,MaturityDate
MVN_2004_Bottineau_Rainfed,1,,KernelWeight
MVN_2004_Bottineau_Rainfed,1,,PlumpGrain
MVN_2004_Bottineau_Rainfed,1,,BarleyColor
MVN_2004_Bottineau_Rainfed,1,,MaltExtract
MVN_2004_Bottineau_Rainfed,1,,SolubleProteinTotalProtein
MVN_2004_Bottineau_Rainfed,1,,DiastaticPower
MVN_2004_Bottineau_Rainfed,1,,WortColor
MVN_2004_Bottineau_Rainfed,1,,WortClarity
MVN_2004_Bottineau_Rainfed,1,,GrainProtein
MVN_2004_Bottineau_Rainfed,1,,WortProtein
MVN_2004_Bottineau_Rainfed,1,,BetaGlucan
MVN_2004_Bottineau_Rainfed,1,,FreeAminoNitrogen
MVN_2004_Bottineau_Rainfed,1,,WortViscosity
MVN_2004_Carrington_Rainfed,4,720.9,GrainYield
MVN_2004_Carrington_Rainfed,4,,HeadingDate
MVN_2004_Carrington_Rainfed,4,,Lodging
MVN_2004_Carrington_Rainfed,4,,MaturityDate
MVN_2004_Carrington_Rainfed,4,,PlantHeight
MVN_2004_Crookston_Rainfed,3,968.4,GrainYield
MVN_2004_Crookston_Rainfed,3,,HeadingDate
MVN_2004_Crookston_Rainfed,3,,Lodging
MVN_2004_Crookston_Rainfed,3,,MaturityDate
MVN_2004_Crookston_Rainfed,3,,PlantHeight
MVN_2004_Crookston_Rainfed,1,,KernelWeight
MVN_2004_Crookston_Rainfed,1,,PlumpGrain
MVN_2004_Crookston_Rainfed,1,,BarleyColor
MVN_2004_Crookston_Rainfed,1,,MaltExtract
MVN_2004_Crookston_Rainfed,1,,SolubleProteinTotalProtein
MVN_2004_Crookston_Rainfed,1,,DiastaticPower
MVN_2004_Crookston_Rainfed,1,,WortColor
MVN_2004_Crookston_Rainfed,1,,WortClarity
MVN_2004_Crookston_Rainfed,1,,GrainProtein
MVN_2004_Crookston_Rainfed,1,,WortProtein
MVN_2004_Crookston_Rainfed,1,,BetaGlucan
MVN_2004_Crookston_Rainfed,1,,FreeAminoNitrogen
MVN_2004_Crookston_Rainfed,1,,WortViscosity
MVN_2004_Fargo_Rainfed,4,790.9,GrainYield
MVN_2004_Fargo_Rainfed,4,,HeadingDate
MVN_2004_Fargo_Rainfed,4,,Lodging
MVN_2004_Fargo_Rainfed,4,,MaturityDate
MVN_2004_Fargo_Rainfed,4,,PlantHeight
MVN_2004_Hamiota_Rainfed,3,,GrainYield
MVN_2004_Hamiota_Rainfed,3,,HeadingDate
MVN_2004_Hamiota_Rainfed,3,,Lodging
MVN_2004_Hamiota_Rainfed,3,,PlantHeight
MVN_2004_Saskatoon_Rainfed,3,,GrainYield
MVN_2004_Saskatoon_Rainfed,3,,PlantHeight
MVN_2004_Saskatoon_Rainfed,3,,TestWeight
MVN_2004_Madison_Rainfed,3,454.6,GrainYield
MVN_2004_Madison_Rainfed,3,,HeadingDate
MVN_2004_Madison_Rainfed,3,,PlantHeight
MVN_2004_Madison_Rainfed,3,,TestWeight
MVN_2004_Morris_Rainfed,3,914.6,GrainYield
MVN_2004_Morris_Rainfed,3,,HeadingDate
MVN_2004_Morris_Rainfed,3,,MaturityDate
MVN_2004_Morris_Rainfed,3,,PlantHeight
MVN_2004_Morris_Rainfed,1,,KernelWeight
MVN_2004_Morris_Rainfed,1,,PlumpGrain
MVN_2004_Morris_Rainfed,1,,BarleyColor
MVN_2004_Morris_Rainfed,1,,MaltExtract
MVN_2004_Morris_Rainfed,1,,SolubleProteinTotalProtein
MVN_2004_Morris_Rainfed,1,,DiastaticPower
MVN_2004_Morris_Rainfed,1,,WortColor
MVN_2004_Morris_Rainfed,1,,WortClarity
MVN_2004_Morris_Rainfed,1,,GrainProtein
MVN_2004_Morris_Rainfed,1,,WortProtein
MVN_2004_Morris_Rainfed,1,,BetaGlucan
MVN_2004_Morris_Rainfed,1,,FreeAminoNitrogen
MVN_2004_Morris_Rainfed,1,,WortViscosity
MVN_2004_Osnabrock_Rainfed,4,538,GrainYield
MVN_2004_Osnabrock_Rainfed,4,,HeadingDate
MVN_2004_Osnabrock_Rainfed,4,,Lodging
MVN_2004_Osnabrock_Rainfed,4,,MaturityDate
MVN_2004_Osnabrock_Rainfed,4,,PlantHeight
MVN_2004_Sidney_Rainfed,3,478.8,GrainYield
MVN_2004_Sidney_Rainfed,3,,HeadingDate
MVN_2004_Sidney_Rainfed,3,,Lodging
MVN_2004_Sidney_Rainfed,3,,MaturityDate
MVN_2004_Sidney_Rainfed,3,,PlantHeight
MVN_2004_Sidney_Rainfed,1,,KernelWeight
MVN_2004_Sidney_Rainfed,1,,PlumpGrain
MVN_2004_Sidney_Rainfed,1,,BarleyColor
MVN_2004_Sidney_Rainfed,1,,MaltExtract
MVN_2004_Sidney_Rainfed,1,,SolubleProteinTotalProtein
MVN_2004_Sidney_Rainfed,1,,DiastaticPower
MVN_2004_Sidney_Rainfed,1,,WortColor
MVN_2004_Sidney_Rainfed,1,,WortClarity
MVN_2004_Sidney_Rainfed,1,,GrainProtein
MVN_2004_Sidney_Rainfed,1,,WortProtein
MVN_2004_Sidney_Rainfed,1,,BetaGlucan
MVN_2004_Sidney_Rainfed,1,,FreeAminoNitrogen
MVN_2004_Sidney_Rainfed,1,,WortViscosity
MVN_2005_Ames_Rainfed,3,,GrainYield
MVN_2005_Ames_Rainfed,3,,HeadingDate
MVN_2005_Ames_Rainfed,3,,PlantHeight
MVN_2005_Ames_Rainfed,3,,TestWeight
MVN_2005_Bottineau_Rainfed,3,312,GrainYield
MVN_2005_Bottineau_Rainfed,3,,HeadingDate
MVN_2005_Bottineau_Rainfed,3,,Lodging
MVN_2005_Carrington_Rainfed,4,570.3,GrainYield
MVN_2005_Carrington_Rainfed,4,,HeadingDate
MVN_2005_Carrington_Rainfed,4,,PlantHeight
MVN_2005_Crookston_Rainfed,1,,KernelWeight
MVN_2005_Crookston_Rainfed,1,,PlumpGrain
MVN_2005_Crookston_Rainfed,1,,BarleyColor
MVN_2005_Crookston_Rainfed,1,,MaltExtract
MVN_2005_Crookston_Rainfed,1,,SolubleProteinTotalProtein
MVN_2005_Crookston_Rainfed,1,,DiastaticPower
MVN_2005_Crookston_Rainfed,1,,WortColor
MVN_2005_Crookston_Rainfed,1,,WortClarity
MVN_2005_Crookston_Rainfed,1,,GrainProtein
MVN_2005_Crookston_Rainfed,1,,WortProtein
MVN_2005_Crookston_Rainfed,1,,BetaGlucan
MVN_2005_Crookston_Rainfed,1,,FreeAminoNitrogen
MVN_2005_Crookston_Rainfed,1,,WortViscosity
MVN_2005_Hamiota_Rainfed,3,,GrainYield
MVN_2005_Hamiota_Rainfed,3,,HeadingDate
MVN_2005_Hamiota_Rainfed,3,,Lodging
MVN_2005_Hamiota_Rainfed,3,,MaturityDate
MVN_2005_Hamiota_Rainfed,3,,PlantHeight
MVN_2005_Hamiota_Rainfed,3,,TestWeight
MVN_2005_Saskatoon_Rainfed,3,,GrainYield
MVN_2005_Saskatoon_Rainfed,3,,HeadingDate
MVN_2005_Saskatoon_Rainfed,3,,TestWeight
MVN_2005_Madison_Rainfed,3,454.6,GrainYield
MVN_2005_Madison_Rainfed,3,,HeadingDate
MVN_2005_Madison_Rainfed,3,,PlantHeight
MVN_2005_Madison_Rainfed,3,,TestWeight
MVN_2005_Morris_Rainfed,3,699.4,GrainYield
MVN_2005_Morris_Rainfed,3,,HeadingDate
MVN_2005_Morris_Rainfed,3,,Lodging
MVN_2005_Morris_Rainfed,3,,PlantHeight
MVN_2005_Morris_Rainfed,1,,KernelWeight
MVN_2005_Morris_Rainfed,1,,PlumpGrain
MVN_2005_Morris_Rainfed,1,,BarleyColor
MVN_2005_Morris_Rainfed,1,,MaltExtract
MVN_2005_Morris_Rainfed,1,,SolubleProteinTotalProtein
MVN_2005_Morris_Rainfed,1,,DiastaticPower
MVN_2005_Morris_Rainfed,1,,WortColor
MVN_2005_Morris_Rainfed,1,,WortClarity
MVN_2005_Morris_Rainfed,1,,GrainProtein
MVN_2005_Morris_Rainfed,1,,WortProtein
MVN_2005_Morris_Rainfed,1,,BetaGlucan
MVN_2005_Morris_Rainfed,1,,FreeAminoNitrogen
MVN_2005_Morris_Rainfed,1,,WortViscosity
MVN_2005_Sidney_Rainfed,3,543.4,GrainYield
MVN_2005_Sidney_Rainfed,3,,HeadingDate
MVN_2005_Sidney_Rainfed,3,,PlantHeight
MVN_2006_Ames_Rainfed,3,559.5,GrainYield
MVN_2006_Ames_Rainfed,3,,HeadingDate
MVN_2006_Ames_Rainfed,3,,PlantHeight
MVN_2006_Ames_Rainfed,3,,TestWeight
MVN_2006_Carrington_Rainfed,4,812.4,GrainYield
MVN_2006_Carrington_Rainfed,4,,HeadingDate
MVN_2006_Carrington_Rainfed,4,,Lodging
MVN_2006_Carrington_Rainfed,4,,PlantHeight
MVN_2006_Crookston_Rainfed,3,796.2,GrainYield
MVN_2006_Crookston_Rainfed,3,,HeadingDate
MVN_2006_Crookston_Rainfed,3,,PlantHeight
MVN_2006_Fargo_Rainfed,3,903.8,GrainYield
MVN_2006_Fargo_Rainfed,3,,HeadingDate
MVN_2006_Fargo_Rainfed,3,,PlantHeight
MVN_2006_Fargo_Rainfed,1,,KernelWeight
MVN_2006_Fargo_Rainfed,1,,PlumpGrain
MVN_2006_Fargo_Rainfed,1,,BarleyColor
MVN_2006_Fargo_Rainfed,1,,MaltExtract
MVN_2006_Fargo_Rainfed,1,,SolubleProteinTotalProtein
MVN_2006_Fargo_Rainfed,1,,DiastaticPower
MVN_2006_Fargo_Rainfed,1,,WortColor
MVN_2006_Fargo_Rainfed,1,,WortClarity
MVN_2006_Fargo_Rainfed,1,,GrainProtein
MVN_2006_Fargo_Rainfed,1,,WortProtein
MVN_2006_Fargo_Rainfed,1,,BetaGlucan
MVN_2006_Fargo_Rainfed,1,,FreeAminoNitrogen
MVN_2006_Fargo_Rainfed,1,,WortViscosity
MVN_2006_Hamiota_Rainfed,3,640.2,GrainYield
MVN_2006_Hamiota_Rainfed,3,,HeadingDate
MVN_2006_Hamiota_Rainfed,3,,MaturityDate
MVN_2006_Hamiota_Rainfed,3,,PlantHeight
MVN_2006_Hamiota_Rainfed,3,,TestWeight
MVN_2006_Madison_Rainfed,3,1016.8,GrainYield
MVN_2006_Madison_Rainfed,3,,HeadingDate
MVN_2006_Madison_Rainfed,3,,PlantHeight
MVN_2006_Madison_Rainfed,3,,TestWeight
MVN_2006_Morris_Rainfed,3,683.3,GrainYield
MVN_2006_Morris_Rainfed,3,,HeadingDate
MVN_2006_Morris_Rainfed,3,,PlantHeight
MVN_2006_Morris_Rainfed,1,,KernelWeight
MVN_2006_Morris_Rainfed,1,,PlumpGrain
MVN_2006_Morris_Rainfed,1,,BarleyColor
MVN_2006_Morris_Rainfed,1,,MaltExtract
MVN_2006_Morris_Rainfed,1,,SolubleProteinTotalProtein
MVN_2006_Morris_Rainfed,1,,DiastaticPower
MVN_2006_Morris_Rainfed,1,,WortColor
MVN_2006_Morris_Rainfed,1,,WortClarity
MVN_2006_Morris_Rainfed,1,,GrainProtein
MVN_2006_Morris_Rainfed,1,,WortProtein
MVN_2006_Morris_Rainfed,1,,BetaGlucan
MVN_2006_Morris_Rainfed,1,,FreeAminoNitrogen
MVN_2006_Morris_Rainfed,1,,WortViscosity
MVN_2006_Osnabrock_Rainfed,4,591.8,GrainYield
MVN_2006_Osnabrock_Rainfed,4,,HeadingDate
MVN_2006_Osnabrock_Rainfed,4,,Lodging
MVN_2006_Osnabrock_Rainfed,4,,PlantHeight
MVN_2006_Osnabrock_Rainfed,1,,KernelWeight
MVN_2006_Osnabrock_Rainfed,1,,PlumpGrain
MVN_2006_Osnabrock_Rainfed,1,,BarleyColor
MVN_2006_Osnabrock_Rainfed,1,,MaltExtract
MVN_2006_Osnabrock_Rainfed,1,,SolubleProteinTotalProtein
MVN_2006_Osnabrock_Rainfed,1,,DiastaticPower
MVN_2006_Osnabrock_Rainfed,1,,WortColor
MVN_2006_Osnabrock_Rainfed,1,,WortClarity
MVN_2006_Osnabrock_Rainfed,1,,GrainProtein
MVN_2006_Osnabrock_Rainfed,1,,WortProtein
MVN_2006_Osnabrock_Rainfed,1,,BetaGlucan
MVN_2006_Osnabrock_Rainfed,1,,FreeAminoNitrogen
MVN_2006_Osnabrock_Rainfed,1,,WortViscosity
MVN_2006_Sidney_Rainfed,3,634.8,GrainYield
MVN_2006_Sidney_Rainfed,3,,HeadingDate
MVN_2006_Sidney_Rainfed,3,,PlantHeight
MVN_2006_Sidney_Rainfed,1,,KernelWeight
MVN_2006_Sidney_Rainfed,1,,PlumpGrain
MVN_2006_Sidney_Rainfed,1,,BarleyColor
MVN_2006_Sidney_Rainfed,1,,MaltExtract
MVN_2006_Sidney_Rainfed,1,,SolubleProteinTotalProtein
MVN_2006_Sidney_Rainfed,1,,DiastaticPower
MVN_2006_Sidney_Rainfed,1,,WortColor
MVN_2006_Sidney_Rainfed,1,,WortClarity
MVN_2006_Sidney_Rainfed,1,,GrainProtein
MVN_2006_Sidney_Rainfed,1,,WortProtein
MVN_2006_Sidney_Rainfed,1,,BetaGlucan
MVN_2006_Sidney_Rainfed,1,,FreeAminoNitrogen
MVN_2006_Sidney_Rainfed,1,,WortViscosity
MVN_2007_Ames_Rainfed,3,602.6,GrainYield
MVN_2007_Ames_Rainfed,3,,HeadingDate
MVN_2007_Ames_Rainfed,3,,PlantHeight
MVN_2007_Ames_Rainfed,3,,TestWeight
MVN_2007_Bottineau_Rainfed,3,344.3,GrainYield
MVN_2007_Bottineau_Rainfed,3,,HeadingDate
MVN_2007_Bottineau_Rainfed,3,,Lodging
MVN_2007_Bottineau_Rainfed,3,,PlantHeight
MVN_2007_Bottineau_Rainfed,3,,TestWeight
MVN_2007_Brandon_Rainfed,3,,GrainYield
MVN_2007_Brandon_Rainfed,3,,HeadingDate
MVN_2007_Brandon_Rainfed,3,,MaturityDate
MVN_2007_Brandon_Rainfed,3,,PlantHeight
MVN_2007_Brandon_Rainfed,3,,TestWeight
MVN_2007_Carrington_Rainfed,4,451.9,GrainYield
MVN_2007_Carrington_Rainfed,4,,HeadingDate
MVN_2007_Carrington_Rainfed,4,,Lodging
MVN_2007_Carrington_Rainfed,4,,PlantHeight
MVN_2007_Crookston_Rainfed,3,726.3,GrainYield
MVN_2007_Crookston_Rainfed,3,,HeadingDate
MVN_2007_Crookston_Rainfed,3,,PlantHeight
MVN_2007_Saskatoon_Rainfed,3,,GrainYield
MVN_2007_Saskatoon_Rainfed,3,,HeadingDate
MVN_2007_Saskatoon_Rainfed,3,,TestWeight
MVN_2007_Morris_Rainfed,3,661.7,GrainYield
MVN_2007_Morris_Rainfed,3,,HeadingDate
MVN_2007_Morris_Rainfed,3,,PlantHeight
MVN_2007_Morris_Rainfed,1,,KernelWeight
MVN_2007_Morris_Rainfed,1,,PlumpGrain
MVN_2007_Morris_Rainfed,1,,BarleyColor
MVN_2007_Morris_Rainfed,1,,MaltExtract
MVN_2007_Morris_Rainfed,1,,SolubleProteinTotalProtein
MVN_2007_Morris_Rainfed,1,,DiastaticPower
MVN_2007_Morris_Rainfed,1,,WortColor
MVN_2007_Morris_Rainfed,1,,WortClarity
MVN_2007_Morris_Rainfed,1,,GrainProtein
MVN_2007_Morris_Rainfed,1,,WortProtein
MVN_2007_Morris_Rainfed,1,,BetaGlucan
MVN_2007_Morris_Rainfed,1,,FreeAminoNitrogen
MVN_2007_Morris_Rainfed,1,,WortViscosity
MVN_2007_Osnabrock_Rainfed,4,408.9,GrainYield
MVN_2007_Osnabrock_Rainfed,4,,HeadingDate
MVN_2007_Osnabrock_Rainfed,4,,Lodging
MVN_2007_Osnabrock_Rainfed,4,,PlantHeight
MVN_2007_Sidney_Rainfed,3,382,GrainYield
MVN_2007_Sidney_Rainfed,3,,HeadingDate
MVN_2007_Sidney_Rainfed,3,,PlantHeight
MVN_2007_Sidney_Rainfed,3,,TestWeight
MVN_2007_Sidney_Rainfed,1,,KernelWeight
MVN_2007_Sidney_Rainfed,1,,PlumpGrain
MVN_2007_Sidney_Rainfed,1,,BarleyColor
MVN_2007_Sidney_Rainfed,1,,MaltExtract
MVN_2007_Sidney_Rainfed,1,,SolubleProteinTotalProtein
MVN_2007_Sidney_Rainfed,1,,DiastaticPower
MVN_2007_Sidney_Rainfed,1,,WortColor
MVN_2007_Sidney_Rainfed,1,,WortClarity
MVN_2007_Sidney_Rainfed,1,,GrainProtein
MVN_2007_Sidney_Rainfed,1,,WortProtein
MVN_2007_Sidney_Rainfed,1,,BetaGlucan
MVN_2007_Sidney_Rainfed,1,,FreeAminoNitrogen
MVN_2007_Sidney_Rainfed,1,,WortViscosity
MVN_2008_Ames_Rainfed,3,,GrainYield
MVN_2008_Ames_Rainfed,3,,HeadingDate
MVN_2008_Ames_Rainfed,3,,PlantHeight
MVN_2008_Ames_Rainfed,3,,TestWeight
MVN_2008_Bottineau_Rainfed,3,328.2,GrainYield
MVN_2008_Bottineau_Rainfed,3,,HeadingDate
MVN_2008_Bottineau_Rainfed,3,,PlantHeight
MVN_2008_Brandon_Rainfed,3,484.2,GrainYield
MVN_2008_Brandon_Rainfed,3,,HeadingDate
MVN_2008_Brandon_Rainfed,3,,Lodging
MVN_2008_Brandon_Rainfed,3,,MaturityDate
MVN_2008_Brandon_Rainfed,3,,PlantHeight
MVN_2008_Brandon_Rainfed,3,,TestWeight
MVN_2008_Caro_Rainfed,3,715.5,GrainYield
MVN_2008_Caro_Rainfed,3,,HeadingDate
MVN_2008_Caro_Rainfed,3,,PlantHeight
MVN_2008_Caro_Rainfed,3,,TestWeight
MVN_2008_Carrington_Rainfed,1,,KernelWeight
MVN_2008_Carrington_Rainfed,1,,PlumpGrain
MVN_2008_Carrington_Rainfed,1,,BarleyColor
MVN_2008_Carrington_Rainfed,1,,MaltExtract
MVN_2008_Carrington_Rainfed,1,,SolubleProteinTotalProtein
MVN_2008_Carrington_Rainfed,1,,DiastaticPower
MVN_2008_Carrington_Rainfed,1,,WortColor
MVN_2008_Carrington_Rainfed,1,,WortClarity
MVN_2008_Carrington_Rainfed,1,,GrainProtein
MVN_2008_Carrington_Rainfed,1,,WortProtein
MVN_2008_Carrington_Rainfed,1,,BetaGlucan
MVN_2008_Carrington_Rainfed,1,,FreeAminoNitrogen
MVN_2008_Carrington_Rainfed,1,,WortViscosity
MVN_2008_Carrington_Rainfed,4,651,GrainYield
MVN_2008_Carrington_Rainfed,4,,HeadingDate
MVN_2008_Carrington_Rainfed,4,,Lodging
MVN_2008_Carrington_Rainfed,4,,PlantHeight
MVN_2008_Crookston_Rainfed,3,618.7,GrainYield
MVN_2008_Crookston_Rainfed,3,,HeadingDate
MVN_2008_Crookston_Rainfed,3,,Lodging
MVN_2008_Crookston_Rainfed,3,,PlantHeight
MVN_2008_Crookston_Rainfed,1,,KernelWeight
MVN_2008_Crookston_Rainfed,1,,PlumpGrain
MVN_2008_Crookston_Rainfed,1,,BarleyColor
MVN_2008_Crookston_Rainfed,1,,MaltExtract
MVN_2008_Crookston_Rainfed,1,,SolubleProteinTotalProtein
MVN_2008_Crookston_Rainfed,1,,DiastaticPower
MVN_2008_Crookston_Rainfed,1,,WortColor
MVN_2008_Crookston_Rainfed,1,,WortClarity
MVN_2008_Crookston_Rainfed,1,,GrainProtein
MVN_2008_Crookston_Rainfed,1,,WortProtein
MVN_2008_Crookston_Rainfed,1,,BetaGlucan
MVN_2008_Crookston_Rainfed,1,,FreeAminoNitrogen
MVN_2008_Crookston_Rainfed,1,,WortViscosity
MVN_2008_Fargo_Rainfed,3,559.5,GrainYield
MVN_2008_Fargo_Rainfed,3,,HeadingDate
MVN_2008_Fargo_Rainfed,3,,Lodging
MVN_2008_Fargo_Rainfed,3,,PlantHeight
MVN_2008_Fargo_Rainfed,1,,KernelWeight
MVN_2008_Fargo_Rainfed,1,,PlumpGrain
MVN_2008_Fargo_Rainfed,1,,BarleyColor
MVN_2008_Fargo_Rainfed,1,,MaltExtract
MVN_2008_Fargo_Rainfed,1,,SolubleProteinTotalProtein
MVN_2008_Fargo_Rainfed,1,,DiastaticPower
MVN_2008_Fargo_Rainfed,1,,WortColor
MVN_2008_Fargo_Rainfed,1,,WortClarity
MVN_2008_Fargo_Rainfed,1,,GrainProtein
MVN_2008_Fargo_Rainfed,1,,WortProtein
MVN_2008_Fargo_Rainfed,1,,BetaGlucan
MVN_2008_Fargo_Rainfed,1,,FreeAminoNitrogen
MVN_2008_Fargo_Rainfed,1,,WortViscosity
MVN_2008_Madison_Rainfed,3,578.4,GrainYield
MVN_2008_Madison_Rainfed,3,,HeadingDate
MVN_2008_Madison_Rainfed,3,,PlantHeight
MVN_2008_Madison_Rainfed,3,,TestWeight
MVN_2008_Sidney_Rainfed,3,473.4,GrainYield
MVN_2009_Aberdeen_Rainfed,1,,KernelWeight
MVN_2009_Aberdeen_Rainfed,1,,PlumpGrain
MVN_2009_Aberdeen_Rainfed,1,,BarleyColor
MVN_2009_Aberdeen_Rainfed,1,,MaltExtract
MVN_2009_Aberdeen_Rainfed,1,,SolubleProteinTotalProtein
MVN_2009_Aberdeen_Rainfed,1,,DiastaticPower
MVN_2009_Aberdeen_Rainfed,1,,WortColor
MVN_2009_Aberdeen_Rainfed,1,,WortClarity
MVN_2009_Aberdeen_Rainfed,1,,GrainProtein
MVN_2009_Aberdeen_Rainfed,1,,WortProtein
MVN_2009_Aberdeen_Rainfed,1,,BetaGlucan
MVN_2009_Aberdeen_Rainfed,1,,FreeAminoNitrogen
MVN_2009_Aberdeen_Rainfed,1,,WortViscosity
MVN_2009_Bottineau_Rainfed,3,,GrainYield
MVN_2009_Bottineau_Rainfed,3,,HeadingDate
MVN_2009_Bottineau_Rainfed,1,,KernelWeight
MVN_2009_Bottineau_Rainfed,1,,PlumpGrain
MVN_2009_Bottineau_Rainfed,1,,BarleyColor
MVN_2009_Bottineau_Rainfed,1,,MaltExtract
MVN_2009_Bottineau_Rainfed,1,,SolubleProteinTotalProtein
MVN_2009_Bottineau_Rainfed,1,,DiastaticPower
MVN_2009_Bottineau_Rainfed,1,,WortColor
MVN_2009_Bottineau_Rainfed,1,,WortClarity
MVN_2009_Bottineau_Rainfed,1,,GrainProtein
MVN_2009_Bottineau_Rainfed,1,,WortProtein
MVN_2009_Bottineau_Rainfed,1,,BetaGlucan
MVN_2009_Bottineau_Rainfed,1,,FreeAminoNitrogen
MVN_2009_Bottineau_Rainfed,1,,WortViscosity
MVN_2009_Carrington_Rainfed,3,,GrainYield
MVN_2009_Carrington_Rainfed,3,,HeadingDate
MVN_2009_Carrington_Rainfed,3,,Lodging
MVN_2009_Carrington_Rainfed,3,,PlantHeight
MVN_2009_Crookston_Rainfed,3,,GrainYield
MVN_2009_Crookston_Rainfed,3,,HeadingDate
MVN_2009_Crookston_Rainfed,3,,PlantHeight
MVN_2009_Crookston_Rainfed,1,,KernelWeight
MVN_2009_Crookston_Rainfed,1,,PlumpGrain
MVN_2009_Crookston_Rainfed,1,,BarleyColor
MVN_2009_Crookston_Rainfed,1,,MaltExtract
MVN_2009_Crookston_Rainfed,1,,SolubleProteinTotalProtein
MVN_2009_Crookston_Rainfed,1,,DiastaticPower
MVN_2009_Crookston_Rainfed,1,,WortColor
MVN_2009_Crookston_Rainfed,1,,WortClarity
MVN_2009_Crookston_Rainfed,1,,GrainProtein
MVN_2009_Crookston_Rainfed,1,,WortProtein
MVN_2009_Crookston_Rainfed,1,,BetaGlucan
MVN_2009_Crookston_Rainfed,1,,FreeAminoNitrogen
MVN_2009_Crookston_Rainfed,1,,WortViscosity
MVN_2009_Fargo_Rainfed,3,,GrainYield
MVN_2009_Fargo_Rainfed,3,,HeadingDate
MVN_2009_Fargo_Rainfed,3,,Lodging
MVN_2009_Fargo_Rainfed,3,,PlantHeight
MVN_2009_Fargo_Rainfed,1,,KernelWeight
MVN_2009_Fargo_Rainfed,1,,PlumpGrain
MVN_2009_Fargo_Rainfed,1,,BarleyColor
MVN_2009_Fargo_Rainfed,1,,MaltExtract
MVN_2009_Fargo_Rainfed,1,,SolubleProteinTotalProtein
MVN_2009_Fargo_Rainfed,1,,DiastaticPower
MVN_2009_Fargo_Rainfed,1,,WortColor
MVN_2009_Fargo_Rainfed,1,,WortClarity
MVN_2009_Fargo_Rainfed,1,,GrainProtein
MVN_2009_Fargo_Rainfed,1,,WortProtein
MVN_2009_Fargo_Rainfed,1,,BetaGlucan
MVN_2009_Fargo_Rainfed,1,,FreeAminoNitrogen
MVN_2009_Fargo_Rainfed,1,,WortViscosity
